product_id,category_code,user_session
1004870,electronics.smartphone,0446cfa6-1b8a-4219-bfeb-a5f3da02c02b
14300312,electronics.audio.music_tools.piano,04574cba-dfbf-48e2-9eaf-f17f7d323a5d
1004775,electronics.smartphone,046d1ac8-b0af-43eb-82c0-395171491eff
1004210,electronics.smartphone,04794e8c-6743-4868-a19a-689b76e2ea31
1005138,electronics.smartphone,0495af61-05bb-4140-a7c2-99e922dae3b8
19300027,appliances.ironing_board,04c5b9da-f5d2-48fb-8467-e5760c324876
1005104,electronics.smartphone,04dc6f41-6aa4-4848-b8d9-6e314be30c54
2700614,appliances.kitchen.refrigerators,050546ab-71cd-458b-b305-94a168c21f56
1307250,computers.notebook,0533d3d9-46a0-46f6-9745-dd2efa969686
1004249,electronics.smartphone,056c363b-819f-412b-bc31-17dea1b27c22
1005115,electronics.smartphone,05747b31-ef67-4480-b162-a0ad2385dbc1
4700589,auto.accessories.videoregister,05767f4b-88b5-42fd-9668-c02f7e277a61
8800586,electronics.telephone,0586b3a5-8124-40c4-b654-6324b9d934c3
5100566,electronics.clocks,05c76b70-7000-4a40-b5e7-8597f18c18e5
5100875,electronics.clocks,06476bed-ff8b-4bc4-b113-5952517925fe
28719036,apparel.shoes,064b63c1-6374-45c3-a5b4-1c5f213c7135
5000059,appliances.sewing_machine,064bd8a7-2609-4468-8a8c-1ba6a3480755
1801539,electronics.video.tv,06761c56-8cff-4ff1-b3f8-c6396de49a43
1004856,electronics.smartphone,06a978ef-0b7e-4e1d-925c-8ae429179294
1005115,electronics.smartphone,071e8cc4-a94e-4e0c-8dd1-9ee87dc03970
4803651,electronics.audio.headphone,075a83fa-0db7-4199-8af9-6af0a89fff83
1005008,electronics.smartphone,0782951a-f737-4160-ac26-af510aaf886f
1004838,electronics.smartphone,079a9c43-7f56-406e-bd10-4cce3777475b
1004873,electronics.smartphone,07b8868a-0090-482d-8610-97f1efc2d5ae
1004871,electronics.smartphone,07df16c7-cee7-47d3-a496-d457ad4d67b6
1004767,electronics.smartphone,07f41122-818a-4293-bbcc-743d68856f55
1004833,electronics.smartphone,08194085-1db8-44ea-b7dc-e470065f545d
17900034,construction.tools.generator,084bd4b0-ef70-43c2-9a8c-0d8dde9306a9
1003304,electronics.smartphone,08615b7f-fced-430d-bbe2-97f1af9bd078
1003317,electronics.smartphone,08898de0-0af4-44e7-9b79-0fe361a384cc
1004856,electronics.smartphone,08b64a11-98a8-49f3-8a45-1109655d2af1
1306256,computers.notebook,08eef2de-90be-4e1d-9094-2e133b3fb977
11600000,computers.desktop,094ca43a-5ce2-4c78-b17e-364aabdbda30
1003304,electronics.smartphone,09558159-56b1-4f77-9a22-f34818cf2d54
21410423,electronics.clocks,09631144-5e53-40c4-aa80-b7f47bd500aa
1004834,electronics.smartphone,0a0eecba-a3ce-4f30-a9b5-c3a9add9f4b2
1002544,electronics.smartphone,0a3fccf7-f039-4f14-b3fe-18f8b3efc20d
1004870,electronics.smartphone,0a4c5484-934a-49b1-892e-4cad430d1800
1004836,electronics.smartphone,0ac1890d-7197-41ae-b094-e9781483cbdb
1801929,electronics.video.tv,0affe793-3f05-4fe4-bb9c-43cf4da7bac8
1004767,electronics.smartphone,0b0d3105-5e44-434b-8601-770e57f6c3c7
1005129,electronics.smartphone,0b2ec19b-f333-4eb5-8792-5b2ab838e8bc
1002923,electronics.smartphone,0b7bbc1a-b96e-4568-9326-b9ddeb352931
3100774,appliances.kitchen.blender,0b87bfe7-0345-4aea-9ee2-a4398ab406d3
1004856,electronics.smartphone,0b9c4fa7-7c68-4639-ac32-c772d6eb2a39
1004741,electronics.smartphone,0bea3170-8bfc-4ef8-8413-e79b19217c99
5100737,electronics.clocks,0c44b8b6-1dc2-47bf-9732-25b7f26bc050
4804056,electronics.audio.headphone,0cabeeff-7d86-4450-b8a7-9a265eac42ca
3601195,appliances.kitchen.washer,0cc41ea3-03de-4a73-a7ac-a93ddda8d794
1004856,electronics.smartphone,0cc98dce-8c42-421c-adef-af90df9636e6
1004659,electronics.smartphone,0d1a5799-dbb3-40f9-b425-489ee38d0492
3600661,appliances.kitchen.washer,0d1c7dab-1663-4b8e-9642-323a2e6b1698
1004741,electronics.smartphone,0d23d658-5bf5-4bc0-a792-7601c0700e96
3100640,appliances.kitchen.blender,0d55c974-5a31-4852-85e3-2fc57577b7bb
4804056,electronics.audio.headphone,0d71d67a-3478-4979-8977-eb109c1a8b84
1005160,electronics.smartphone,0ddc9e83-7f4b-44ad-a234-7dd5137afb5a
1004565,electronics.smartphone,0e01b196-9c4b-496c-a522-29432830b461
4804056,electronics.audio.headphone,0e026b49-beec-4913-ac80-a2f335395d03
1004709,electronics.smartphone,0e6424ed-e476-4390-9a0c-547d27566e8f
1005017,electronics.smartphone,0e8c9378-986e-446d-9e87-8f755782dd42
3100172,appliances.kitchen.blender,0e928b5e-2cff-426b-8aff-b599001150fc
1004785,electronics.smartphone,0ea1f382-803d-4dce-a05f-baabda1eee3a
1003317,electronics.smartphone,0ea6028b-217b-460b-822a-e3f9f0217eda
1004777,electronics.smartphone,0eadfec4-563f-408d-86db-c6832c90135a
21401211,electronics.clocks,0ec77218-55ee-4b53-9e64-47839544d2ba
1003317,electronics.smartphone,0ee7da23-adad-4a68-b01e-ed0d63216386
1004767,electronics.smartphone,0ef833b4-6afa-431a-8cda-7e7af88ff979
1004873,electronics.smartphone,0f171dd3-67d2-4c4b-a1c3-8d307b26b62d
1002544,electronics.smartphone,0f45362b-7821-4409-8a3c-68be6bcc9883
1004873,electronics.smartphone,0f47ebb3-3dab-41d3-9306-e6a82f105b93
1002544,electronics.smartphone,0f5fefc5-65e4-4f5d-881b-a39643527864
1005113,electronics.smartphone,0f78f8f1-59af-4782-91d0-d2044d5f104e
1005062,electronics.smartphone,0fa003ab-6be3-4ffd-93c6-79ac13e6fba1
1003363,electronics.smartphone,0fc528a4-d7de-41cc-9984-e6e995ac9e7e
1004858,electronics.smartphone,10451288-dd94-4f2b-b2e4-12b0ae2786db
2501669,appliances.kitchen.oven,10698721-2b4e-4c60-998a-451dcc2c08bf
21401211,electronics.clocks,106f4aae-0163-4770-9e99-d60a675b7d83
1004788,electronics.smartphone,10a7b086-6324-4ae5-9468-346f1b81775d
4803878,electronics.audio.headphone,10bd029d-8ce4-4f13-b1c9-c2683a2b91a2
1002524,electronics.smartphone,10c6907a-1ba2-4c21-940d-3eda567d29c4
1004788,electronics.smartphone,10e61d58-c79c-4f5c-9ea1-4ddf462945b5
1003310,electronics.smartphone,10f55514-2e72-46dd-9c56-ac88a572ae83
1004856,electronics.smartphone,110f0883-fc0b-4f99-8ee2-f39600489385
3701244,appliances.environment.vacuum,11274fec-7855-47d3-b2f5-8f8ab8e06e40
1801805,electronics.video.tv,11312a33-b55d-47f4-96dc-cfecf57d1bb4
1004749,electronics.smartphone,1188327c-a370-4fb4-82f1-8575215eda54
1005008,electronics.smartphone,11cee3ef-a45f-4cbf-ad67-0d04516f5bc9
1801631,electronics.video.tv,12040655-8c46-4c75-bca6-945135bd7e6e
1003317,electronics.smartphone,12062baf-6d1d-4e0a-905a-930ea4e041ac
1004785,electronics.smartphone,121ab737-d3c2-4e20-8c91-98afbeb61a5e
4804055,electronics.audio.headphone,1237819e-b7ed-490b-87a4-9bbeb05808cf
2702331,appliances.kitchen.refrigerators,12536e88-cdcf-498d-81b7-874058119b18
4803981,electronics.audio.headphone,12893166-3341-4e56-9a61-8ac49fde76a5
1003304,electronics.smartphone,12904fa2-ac1f-497c-b618-9e467cb5a1a8
1002524,electronics.smartphone,12bb5cd0-47c8-4c7f-bab6-6cf22dd3399b
1005100,electronics.smartphone,1326f6bf-1063-4b9f-bab1-9288ef011c11
2900200,appliances.kitchen.microwave,13293c9e-f315-43c1-8ab0-465d5ddfa283
2701731,appliances.kitchen.refrigerators,136e21cf-51a4-4cc4-a23f-902464de4e0b
1002633,electronics.smartphone,139448ca-a2f5-4820-b961-951657d3739c
1004147,electronics.smartphone,139838bf-eb78-45e3-b441-f424518c7dc4
1002629,electronics.smartphone,13acb35a-b860-47c0-8ad0-baf5f8a335f1
2900958,appliances.kitchen.microwave,13d76083-ab2d-4446-ad5e-58dc39975909
2700618,appliances.kitchen.refrigerators,1401edcc-e34d-4d38-a6d7-a1d589286fa2
1005014,electronics.smartphone,14720033-86d3-4385-b9df-410f75fe3bfd
14300019,electronics.audio.music_tools.piano,14884f55-baa2-4a7e-9ba3-68bc2d330d9c
1002544,electronics.smartphone,149a58c5-ab23-4b0d-bbc5-7d997f2263cf
1801623,electronics.video.tv,14b016f4-ea11-4003-8696-ac0c95d285f1
1004767,electronics.smartphone,14ef3229-6e90-4349-8ccd-700812768caf
1004904,electronics.smartphone,14fe439a-a375-4267-af0d-5fc156c52f84
5100576,electronics.clocks,1503e008-a3b9-42d4-823a-e6c76c189ab5
1002796,electronics.smartphone,152ea4c8-5901-4e1c-aeb2-5185e7816dbb
1004872,electronics.smartphone,1540bd56-d1e0-4018-a5ec-2d80d3b03590
1004237,electronics.smartphone,1544d83d-88fb-4966-8da8-cfd459f688c6
1004741,electronics.smartphone,1556d39e-c5c0-4451-b611-e2706a98fba1
1307201,computers.notebook,155b7bc0-ad4a-453f-8836-1c8cf58db23c
1004858,electronics.smartphone,15710b3b-bcff-4528-b417-45c12a132af2
4804056,electronics.audio.headphone,15cbc149-bd44-4d4b-87a8-aa3f91a6ed4e
3700823,appliances.environment.vacuum,15d1f31a-aa9c-43f8-b597-cd9ca5a2e899
1003949,electronics.smartphone,15fa16ce-678d-4d6e-930b-480f8c3440ae
1801995,electronics.video.tv,15ff0146-b878-4c2f-a75b-914f3d58cb3d
1005115,electronics.smartphone,160a1063-f7a6-4ec9-9aa1-304d1e9e9546
5100466,electronics.clocks,160c0089-6d69-4524-823c-3111b333ced3
1004870,electronics.smartphone,1641e445-d301-4d04-9c94-58edecc243f3
1003310,electronics.smartphone,165c9573-f9a2-485c-800c-95a52930d344
1004659,electronics.smartphone,166a7c51-8467-4616-8088-63da9e065e82
1004767,electronics.smartphone,169b57b8-ddee-47c9-8552-2234a962930b
17900032,construction.tools.generator,16c27012-ab4e-4f65-ac95-d7aa81af07ee
1005115,electronics.smartphone,173ed1f6-7f0b-4667-891d-db8f4f880adf
1801766,electronics.video.tv,17788219-0bad-4603-90a8-cec9647759db
1005098,electronics.smartphone,1782100d-8351-4c0f-8f6a-1fd9d2123c61
1004873,electronics.smartphone,178223d8-abf5-4ab1-bd44-864be1b84610
1004785,electronics.smartphone,1782c3f6-90c4-489b-b867-4eccfed35fc7
1003306,electronics.smartphone,1799f305-d75f-4e3a-9266-c035cc7b2a75
1004958,electronics.smartphone,17a75a6e-15a9-4346-9cc4-5c2b92e2dd23
1004856,electronics.smartphone,17abb36f-2970-4da3-8af2-24d43a86bc08
17800089,computers.desktop,17b72103-a4ec-462a-90be-a9e4bd6ed442
4804056,electronics.audio.headphone,181d69bd-aac8-4398-b0a3-be2a8455efe7
1004227,electronics.smartphone,1849a818-7e58-41fe-8176-446179780e55
2702538,appliances.kitchen.refrigerators,18833f2f-a914-44b0-9d20-05a77695204b
1004956,electronics.smartphone,1895dfda-ea0d-4a2f-96c7-ee6a8faecf84
28718772,apparel.shoes.keds,189a9d08-3a17-4bb5-acdb-17a44f57ae8f
4800052,electronics.audio.headphone,18d2b21b-d26f-43ac-a66a-3eceb16f531e
1307187,computers.notebook,1916d33a-5d6f-4387-a82a-80cee4226409
2701880,appliances.kitchen.refrigerators,196ba360-a6bf-4afa-ba62-a45a2d858b09
1004904,electronics.smartphone,19aa6c4f-4846-4959-9abd-7b526d92b171
2700856,appliances.kitchen.refrigerators,19bc1f8f-675f-4b6d-86f4-1803baaaa7bc
1004530,electronics.smartphone,19cd667f-df22-4bc6-a16a-65c05c28aeba
4803977,electronics.audio.headphone,19d685be-4f0c-40c1-8172-a84b3b2e6e4f
1004565,electronics.smartphone,19f63f87-ccf1-4368-b0b1-18a9d6f8acfb
1004833,electronics.smartphone,1a4bc196-a2fe-462f-8a16-b0c9da4949c4
1004833,electronics.smartphone,1a73cdaf-3a64-43a7-8f09-1ec0fa1b484e
1004856,electronics.smartphone,1a9e768e-0bea-44a8-8489-b110ab86cc6e
1004258,electronics.smartphone,1aa752ca-5ae2-47e6-9647-45498aac9b07
1004777,electronics.smartphone,1ac18305-d0b1-4c42-8f23-e08d362e74c3
3601195,appliances.kitchen.washer,1aede8a0-ba3b-4987-84ae-3648e63b6f2c
1003306,electronics.smartphone,1af8abbf-94e2-4ccb-afb9-a51206991f3a
1004653,electronics.smartphone,1b18d0c5-75b6-4c62-919c-a6961033717d
4804295,electronics.audio.headphone,1b375e78-ed20-4ecf-a3bf-d2ed73b032be
1004856,electronics.smartphone,1b3b4b9a-041b-42f2-ad32-58fafb68c0bd
1004210,electronics.smartphone,1b671650-fdef-4d12-a5fa-b9248b134e7c
21404575,electronics.clocks,1ba6df6c-79f9-4559-8180-7c5740ccd695
1004166,electronics.smartphone,1bfee893-0447-41e5-9120-ec7809e35fb4
6300680,appliances.kitchen.kettle,1c37b6eb-fdb8-48b9-9c77-e664e3468827
5100562,electronics.clocks,1c4a2fb5-6d78-4f80-8409-c6e3a3c6545b
1307044,computers.notebook,1c612966-e3fb-4f8f-b25d-8493c73526df
2701646,appliances.kitchen.refrigerators,1c845d79-773d-4bb0-aad4-1ac90e8c4a21
1002544,electronics.smartphone,1c9d940f-b938-46db-8ce8-c1fe17a5a4f8
1005031,electronics.smartphone,1cae0af0-49ac-45ba-a764-1016567242ff
5700820,auto.accessories.player,1cf191a5-81d6-4e73-b769-4ed5195f7582
1004565,electronics.smartphone,1d087024-39d4-4716-9c8a-19dd4f551681
1003614,electronics.smartphone,1d2930a3-b912-4189-996a-2ee2169c243e
1004565,electronics.smartphone,1d2f3502-6dac-46ad-b924-1384da2af425
21400576,electronics.clocks,1d3f8e10-ee18-466d-89c3-d1510e34a335
1004670,electronics.smartphone,1d6f8565-fa33-49a3-a627-79a7418b9eec
1005098,electronics.smartphone,1d9fda45-d68e-4501-8c57-cf0e95bbbceb
1004767,electronics.smartphone,1da533d4-deb6-4739-84d0-3c26ed7672ab
11000260,appliances.kitchen.toster,1dae9f1a-3a37-41fc-8b0f-99c074561d22
1005014,electronics.smartphone,1dbd14c2-ccac-43fd-b76b-64879ee5629e
1003312,electronics.smartphone,1ddccbf4-6e8d-405d-bcab-11c94e202465
1004957,electronics.smartphone,1ded06f6-fbc3-443b-9769-45f524845084
1004833,electronics.smartphone,1df07b02-bf5e-444f-8338-fe09b7066650
1800931,electronics.video.tv,1e058063-2970-4f13-9dd4-c551aa0f52c1
1004741,electronics.smartphone,1e0f270e-0601-4812-8421-bbac776865e2
5100376,electronics.clocks,1e38c112-f6e4-4520-bfbb-7e85a3360cae
1002544,electronics.smartphone,1e737438-928d-4ed5-9547-f92e6940a8ad
1005191,electronics.smartphone,1e9e3af4-c2e7-4141-a0f8-2582132fe37e
1004249,electronics.smartphone,1eaebea6-e9fd-490e-a26b-1369f7276072
4804056,electronics.audio.headphone,1ec18e0c-b465-40f6-ac29-157cf869de71
1005115,electronics.smartphone,1ec5cc1a-9b90-4f6b-aa38-3e7817799135
1004659,electronics.smartphone,1f182d3e-0455-4c2f-aaed-ea2b0141a0b1
1004856,electronics.smartphone,1f4c965d-65fd-4994-b3a9-e3f0d79d035f
2900957,appliances.kitchen.microwave,1f520c6a-3bb3-4084-9cf5-0f4db470beac
1801892,electronics.video.tv,1fb276b7-1d72-4355-9328-257a7f2e97fe
28714191,apparel.shoes,1fb7dda6-f4a2-4fda-9bda-82f4e0165815
1004440,electronics.smartphone,1fb9ab96-f8c9-4fe5-bcde-00dfe1360ccd
3800985,appliances.iron,1fcd854f-bbb9-4524-9524-1eac714f0de2
1306228,computers.notebook,1fefe74f-43bc-4493-9dfa-2320a156f88f
1005093,electronics.smartphone,1ff4287f-f7b1-4deb-b651-3d6931ff6495
1004856,electronics.smartphone,200eaed4-14a8-423f-9c88-9cbcd7a7c9c9
1005118,electronics.smartphone,20143039-8285-4b50-b3e1-0eba0f0b1894
2900536,appliances.kitchen.microwave,201bcb2c-256d-49ff-b110-f32684131cd6
5700619,auto.accessories.player,2023586f-a302-495d-9ae7-549fcf03e339
2900561,appliances.kitchen.microwave,2040612e-4d70-4ef8-b117-3884c5518c4d
6800658,computers.components.hdd,2074fa97-0731-479e-bc76-2da2e73f9f8b
1004957,electronics.smartphone,20b5bda6-f47b-8e4c-4c4c-80825ab97e57
1002634,electronics.smartphone,20bf5697-eb7c-4f15-990e-5909fea241ee
1004856,electronics.smartphone,20e0ca02-045a-4b43-a1d6-78e2f01d6c0e
1004870,electronics.smartphone,20e67382-2c8c-4fb7-94bc-a1e863125454
1005105,electronics.smartphone,2107db24-d0db-4b98-9194-a50c8568d14e
1002540,electronics.smartphone,21451d1f-413b-4bf5-93f7-913b070d7ecb
1004767,electronics.smartphone,219773b2-7459-46be-8f5b-75f7e97efff4
1004767,electronics.smartphone,21d26a27-fa1a-4f58-9721-48d718cf338e
1003317,electronics.smartphone,21de5e5c-c984-460b-a916-7510b1f48968
3901184,appliances.environment.water_heater,21e0bd2a-660d-4f02-8423-24c5f59bb503
2900516,appliances.kitchen.microwave,21e72b74-c719-41ea-95e2-f12e940045ca
2800351,appliances.kitchen.refrigerators,2215a256-801f-4bfb-8b57-e20dfecf99fd
8900496,kids.toys,224953bf-7cdf-4798-a368-de1e98ede1e2
1005158,electronics.smartphone,224a9b7a-83f7-40a7-95a1-63858eb623bc
1004565,electronics.smartphone,226d873d-2ecb-40c1-b025-b4e6878f7ae8
1801766,electronics.video.tv,22beb025-ee0c-4f86-90b1-37a9112cd8ea
1003306,electronics.smartphone,22bf40ac-5c1f-4796-9af9-daad6356e2a4
1005113,electronics.smartphone,22f39841-3ab6-47ee-be55-f1ff458fb84d
1004767,electronics.smartphone,2312639d-ef11-4fea-bc90-880e8e85e466
3700771,appliances.environment.vacuum,2374529d-aa65-4cbe-8b00-f50e5949d6ad
1005017,electronics.smartphone,23a00eee-e36c-4c83-b8b8-8d707742bac1
4804056,electronics.audio.headphone,23b2ee5b-bf73-4e03-a449-f39fcf14376d
1002524,electronics.smartphone,23e1d17a-f699-4544-964c-1083a0aa7c96
1002544,electronics.smartphone,23fd74cb-e7c1-4fc1-aeee-37de561568d6
1004708,electronics.smartphone,240857b8-54be-4712-88b9-1ffd8c62e430
1005116,electronics.smartphone,242ebbf8-04ab-4467-8062-c95deaf17460
1004657,electronics.smartphone,24910298-8b26-40c5-8da0-ebd647c3f721
1002524,electronics.smartphone,24b796dd-873a-4e01-883b-24280d3553a0
1004565,electronics.smartphone,24db4e85-5580-417a-8189-aa9989018d0d
5100337,electronics.clocks,24db894f-b9f4-4a8e-84b9-e94589550299
1005105,electronics.smartphone,24e274a1-f3f6-48b5-90ad-6e7b907300c0
1004856,electronics.smartphone,24f13c66-1550-4566-ab4e-6c83e114f69b
1005115,electronics.smartphone,25007640-8e1f-407f-9c58-94e931e90ad9
1004872,electronics.smartphone,2532c3ae-1e56-47c6-a7f2-bb500fd95712
1005116,electronics.smartphone,25381e8a-4e12-413c-80a8-6edf756050b8
2501753,appliances.kitchen.oven,2562c72c-2e3c-47e9-8461-4c1b3812da51
1004794,electronics.smartphone,257226de-6a2c-4003-8faa-ff547a2fedca
1005115,electronics.smartphone,25a6ae7e-05e5-4e01-a4db-5ce222602b4a
11200064,appliances.personal.scales,25bf985c-9eee-4c23-997c-29937e1157e2
2700984,appliances.kitchen.refrigerators,25e04777-48ee-49e8-80d9-544b9550469e
1005112,electronics.smartphone,25e2048e-b597-4a02-b7a6-32ee1b33e5c0
1002544,electronics.smartphone,260865cd-8c87-4dc6-a404-d74a8be9caae
5100566,electronics.clocks,261f50fd-8cdc-424b-b378-de89ad5de39f
1004767,electronics.smartphone,2663342d-6511-4b68-afd3-9af4f8b0f7ce
1005098,electronics.smartphone,26701594-9d09-4217-9076-18763023f168
1004836,electronics.smartphone,26b5ed54-6d0b-4d56-9e19-aadda44f60d6
1004856,electronics.smartphone,26c0d060-f63d-4103-8e17-bb5d02c7d06b
3601027,appliances.kitchen.washer,26cb526f-0df4-4d48-9ebd-fa929cb3c3b6
1004886,electronics.smartphone,2707a93b-fc43-494b-84e1-b7598b48eca3
1005105,electronics.smartphone,276e7724-b429-406b-9653-44fe2a4d7e88
1005014,electronics.smartphone,276e7724-b429-406b-9653-44fe2a4d7e88
1004211,electronics.smartphone,277df7b7-23a6-4d31-ac3d-feede0fc4385
5100263,electronics.clocks,27d323d6-aa20-474a-aac7-730df4a37831
1005008,electronics.smartphone,27e4a802-a559-4fd2-a21c-94d93d59c875
2900536,appliances.kitchen.microwave,2809e545-ae15-4e9a-bc9e-4a5f5512185f
1004875,electronics.smartphone,2825035e-167d-481e-b6f4-5b46652be009
1004856,electronics.smartphone,28316e8c-2352-4f8a-95bc-02e9a5f1dbb8
28708392,apparel.shoes.keds,284132ba-d387-4a22-b930-d794593f8a53
1004870,electronics.smartphone,2872b068-aeba-4655-87a4-6921288c9600
1003304,electronics.smartphone,2879c749-1006-4fb6-84df-413d3e4cb809
1002532,electronics.smartphone,287a8a58-1271-4681-a657-96c98f8ed7df
1005106,electronics.smartphone,287c5ef5-960e-4d55-b716-a31523523178
1004839,electronics.smartphone,288c20e4-f115-442b-8ae1-cb9681ad2a79
1002633,electronics.smartphone,28b3bd5f-d6a6-4d13-96d6-cd7868e1544d
1004588,electronics.smartphone,28b92c3d-e703-44e3-b6eb-2193e1b5f70c
1004249,electronics.smartphone,28cfd5fd-57f1-49aa-978c-f480246e0bb9
2701706,appliances.kitchen.refrigerators,28e966f8-40d5-4202-ac53-17cd4fab5053
9200717,computers.peripherals.keyboard,2913b7f1-1d53-414d-ab2f-0c042431631d
1004767,electronics.smartphone,294e952e-f204-45fc-87af-57d120b9da81
1004858,electronics.smartphone,295b7c9d-d02d-7eb1-a65b-763367f5f3fd
10900113,appliances.kitchen.mixer,29635783-856a-4cd8-baeb-4c28f1a17435
1004659,electronics.smartphone,2994ea05-14ce-4108-8879-b47a1ccd06c7
1005115,electronics.smartphone,29c2a045-f561-40d3-b9a8-a11095fd2de2
1201247,electronics.tablet,29d149b4-25c7-45eb-a751-bbc224c21264
1005144,electronics.smartphone,29f32c54-a2a2-457a-a834-30f013eb6823
5100577,electronics.clocks,29f96cc3-1872-4ae2-8d8f-d796321ea20d
3601425,appliances.kitchen.washer,2a219517-ce66-4c7d-b740-e4596606dc02
5100566,electronics.clocks,2a2fc027-209b-4c35-a462-911e60575ea2
1004209,electronics.smartphone,2a58f3bc-e4f0-4b3d-b77f-769e2f20bb2f
2701657,appliances.kitchen.refrigerators,2a6cae6f-0335-44dd-a6b0-8468f15d72ef
1004246,electronics.smartphone,2aabfa99-15f8-405a-873b-8f184d430bdd
1004659,electronics.smartphone,2aaf67d8-ae67-4517-a203-8924c56af77d
1002101,electronics.smartphone,2af88a7a-fc32-4f7e-af6d-efb8f2a6c6e6
1004750,electronics.smartphone,2b292f82-0593-4cd5-b5de-360d39392ae1
1004856,electronics.smartphone,2b2a49aa-345a-42ba-b3a8-7032a2505df2
11200532,appliances.personal.scales,2b510fed-159e-482b-bf4f-cf79efb2a55c
4400388,appliances.kitchen.coffee_machine,2b69602c-7f92-4c1d-a771-364254d0c0af
1004708,electronics.smartphone,2b914036-7d0c-413a-9a1c-42eb230db90a
1005186,electronics.smartphone,2b92648b-7c3b-4e46-b251-55ff7e86151f
3900745,appliances.environment.water_heater,2bccc51f-339f-4d1a-86c9-45d56e0611fe
1004321,electronics.smartphone,2bd149e4-d6e9-48ec-8a1c-9f7ca08fb2dc
1002524,electronics.smartphone,2bd4da05-17fe-4110-980b-c09942f2d41b
1004856,electronics.smartphone,2bdceeed-395c-4b12-b56e-d6b0e70d7759
1004750,electronics.smartphone,2c3882d7-2056-4d97-8903-664be264eed9
1002532,electronics.smartphone,2c65035a-2d59-4c75-bbe2-dae682b92237
1003306,electronics.smartphone,2c6c8022-07df-4692-9bba-918ba54e8565
1005182,electronics.smartphone,2cf64e14-dc19-4a43-99c5-1cae7e7e4b0e
28705914,apparel.shoes.slipons,2d80e25b-0a0b-489c-b6d1-621ea9eba718
1005239,electronics.smartphone,2d838958-c877-42d7-ae28-46dc26d1b305
1004833,electronics.smartphone,2dba01d4-4081-45c6-84e0-bd51950f2f93
1004870,electronics.smartphone,2ddd462b-5b73-483e-ad04-ecf9e616f3f6
1005217,electronics.smartphone,2dea41f4-66c1-47bc-86ce-038d6d2919eb
1002633,electronics.smartphone,2dfde707-629e-40bc-8658-cbfb9678c545
1004750,electronics.smartphone,2e01f73b-0acb-478f-b27c-d8aada6aca4e
1005130,electronics.smartphone,2e1897a9-6491-4484-9b57-6faaadba0760
1004856,electronics.smartphone,2e556719-29a2-4385-acda-afd9262c53c6
1005105,electronics.smartphone,2e619ed8-c90f-41bc-a456-3b0786f12c00
10900096,appliances.kitchen.mixer,2e9e79d8-9da2-4b5f-b764-5120e77f384a
1004788,electronics.smartphone,2eb99369-a931-4ca3-8c3d-9c38d15684fb
5100729,electronics.clocks,2eccdf56-876f-4c94-9ac4-49cc4cca1b46
21401211,electronics.clocks,2ee316a2-ac67-481f-bed8-d171df7fe331
5701002,auto.accessories.player,2f02cf8e-5cb2-4482-98e3-d3f47ea15cfc
1005099,electronics.smartphone,2f6ce9bf-5f33-4201-b373-4ca4277d912b
