Customer_ID,Total_Amount,Age,Gender_Code,Session_Duration_Minutes,Pages_Viewed,Returning_Code,Delivery_Time_Days,Customer_Rating,Discount_Rate,Pages_Per_Minute,Is_Weekend,Spending_Level
CUST_00076,82.63,44,1,34.0,14.0,1,6.0,5.0,0.056735159817351596,0.4117647058823529,0.0,Low
CUST_00077,165.02,36,0,7.0,13.0,1,3.0,2.0,0.0,1.8571428571428572,1.0,Medium
CUST_00078,39.77,31,1,12.0,6.0,0,9.0,5.0,0.0,0.5,0.0,Low
CUST_00079,465.86,36,1,11.0,6.0,1,4.0,4.0,0.0,0.5454545454545454,0.0,High
CUST_00080,252.16,18,1,47.0,9.0,1,6.0,5.0,0.0,0.19148936170212766,0.0,Medium
CUST_00081,4917.33,32,1,23.0,8.0,0,11.0,3.0,0.08907969323107703,0.34782608695652173,0.0,Very High
CUST_00082,1278.65,39,0,12.0,6.0,0,6.0,3.0,0.0,0.5,0.0,Very High
CUST_00083,42.89,52,0,26.0,10.0,1,8.0,5.0,0.0,0.38461538461538464,0.0,Low
CUST_00084,2289.9,28,0,11.0,8.0,0,6.0,5.0,0.0,0.7272727272727273,0.0,Very High
CUST_00085,265.45,25,2,5.0,3.0,0,6.0,4.0,0.0,0.6,1.0,Medium
CUST_00086,274.03,28,1,15.0,17.0,0,5.0,5.0,0.17443436869219414,1.1333333333333333,0.0,Medium
CUST_00087,39.28,45,1,9.0,7.0,0,2.0,5.0,0.11131221719457013,0.7777777777777778,0.0,Low
CUST_00088,781.4,38,1,6.0,7.0,1,4.0,3.0,0.0,1.1666666666666667,0.0,High
CUST_00089,688.94,28,1,7.0,10.0,1,3.0,4.0,0.10800662903309338,1.4285714285714286,0.0,High
CUST_00090,112.21,41,1,24.0,8.0,1,5.0,3.0,0.0,0.3333333333333333,0.0,Low
CUST_00091,1526.15,36,0,46.0,5.0,0,2.0,5.0,0.0,0.10869565217391304,0.0,Very High
CUST_00092,556.56,46,0,9.0,6.0,1,5.0,5.0,0.03845755157043641,0.6666666666666666,1.0,High
CUST_00093,539.39,26,1,21.0,12.0,1,11.0,4.0,0.0791463935125907,0.5714285714285714,0.0,High
CUST_00094,88.89,31,0,15.0,9.0,0,11.0,5.0,0.0658890290037831,0.6,1.0,Low
CUST_00095,1167.88,30,0,4.0,8.0,0,7.0,5.0,0.0,2.0,1.0,Very High
CUST_00096,14.65,18,0,37.0,7.0,1,4.0,3.0,0.0,0.1891891891891892,1.0,Low
CUST_00097,616.85,38,0,30.0,11.0,1,5.0,4.0,0.0,0.36666666666666664,0.0,High
CUST_00098,444.91,38,0,13.0,13.0,1,9.0,4.0,0.10903957065043256,1.0,1.0,High
CUST_00099,235.59,35,0,14.0,8.0,1,6.0,4.0,0.0,0.5714285714285714,0.0,Medium
CUST_00100,1722.72,32,0,21.0,6.0,0,14.0,5.0,0.0,0.2857142857142857,0.0,Very High
CUST_00101,2291.88,18,0,64.0,6.0,1,7.0,3.0,0.0,0.09375,1.0,Very High
CUST_00102,220.17,29,1,17.0,8.0,1,7.0,4.0,0.16243770685129533,0.47058823529411764,0.0,Medium
CUST_00103,734.8,30,1,22.0,9.0,1,7.0,5.0,0.0,0.4090909090909091,0.0,High
CUST_00104,2036.49,25,0,6.0,14.0,1,6.0,2.0,0.02522975301550833,2.3333333333333335,0.0,Very High
CUST_00105,169.86,33,1,5.0,6.0,0,6.0,4.0,0.09446636101929842,1.2,0.0,Medium
CUST_00106,2507.04,39,1,29.0,8.0,1,6.0,3.0,0.0,0.27586206896551724,0.0,Very High
CUST_00107,1780.56,57,0,12.0,14.0,1,6.0,4.0,0.0,1.1666666666666667,1.0,Very High
CUST_00108,107.61,37,1,26.0,5.0,1,2.0,5.0,0.0,0.19230769230769232,0.0,Low
CUST_00109,226.86,38,0,23.0,7.0,1,1.0,3.0,0.0,0.30434782608695654,1.0,Medium
CUST_00110,709.95,34,0,8.0,12.0,0,3.0,5.0,0.03651982737562088,1.5,1.0,High
CUST_00111,245.23,18,0,12.0,12.0,1,4.0,4.0,0.0,1.0,0.0,Medium
CUST_00112,54.71,34,0,11.0,9.0,1,10.0,3.0,0.257263100733098,0.8181818181818182,0.0,Low
CUST_00113,68.43,35,1,9.0,11.0,0,9.0,4.0,0.05326508024349751,1.2222222222222223,0.0,Low
CUST_00114,723.28,64,0,7.0,8.0,0,3.0,5.0,0.0,1.1428571428571428,0.0,High
CUST_00115,3144.07,32,0,19.0,15.0,0,4.0,2.0,0.2068741092037385,0.7894736842105263,0.0,Very High
CUST_00116,33.8,38,2,8.0,6.0,1,5.0,4.0,0.0,0.75,0.0,Low
CUST_00117,89.46,34,1,7.0,5.0,1,15.0,5.0,0.0,0.7142857142857143,1.0,Low
CUST_00118,1044.2,20,1,13.0,12.0,0,6.0,4.0,0.05308594954386347,0.9230769230769231,1.0,Very High
CUST_00119,89.98,48,0,9.0,9.0,0,14.0,2.0,0.0,1.0,0.0,Low
CUST_00120,7.89,44,1,12.0,9.0,1,7.0,4.0,0.0,0.75,0.0,Low
CUST_00121,2196.95,44,0,13.0,6.0,1,6.0,5.0,0.0,0.46153846153846156,0.0,Very High
CUST_00122,323.85,24,1,27.0,8.0,0,2.0,5.0,0.0,0.2962962962962963,0.0,Medium
CUST_00123,11.02,51,1,11.0,9.0,1,5.0,1.0,0.1763826606875934,0.8181818181818182,1.0,Low
CUST_00124,252.12,18,1,28.0,11.0,1,8.0,4.0,0.0,0.39285714285714285,0.0,Medium
CUST_00125,1501.05,42,1,20.0,7.0,1,4.0,2.0,0.0,0.35,1.0,Very High
CUST_00126,185.75,61,0,24.0,12.0,0,10.0,5.0,0.0,0.5,0.0,Medium
CUST_00127,1003.04,23,0,1.0,8.0,1,10.0,1.0,0.0,8.0,1.0,Very High
CUST_00128,466.1,28,1,13.0,6.0,1,2.0,1.0,0.0,0.46153846153846156,1.0,High
CUST_00129,77.16,36,0,11.0,14.0,0,2.0,5.0,0.0,1.2727272727272727,0.0,Low
CUST_00130,464.11,28,1,10.0,9.0,0,11.0,2.0,0.06126618122977346,0.9,0.0,High
CUST_00131,234.44,18,0,17.0,8.0,0,3.0,4.0,0.0,0.47058823529411764,0.0,Medium
CUST_00132,383.14,35,1,14.0,13.0,1,4.0,5.0,0.06819397830633786,0.9285714285714286,0.0,High
CUST_00133,136.26,22,0,33.0,15.0,1,2.0,5.0,0.0,0.45454545454545453,0.0,Medium
CUST_00134,1321.2,40,0,24.0,7.0,1,4.0,3.0,0.0,0.2916666666666667,1.0,Very High
CUST_00135,1609.69,23,0,11.0,11.0,1,4.0,4.0,0.04982586624166224,1.0,0.0,Very High
CUST_00136,176.88,53,0,9.0,5.0,1,4.0,4.0,0.0,0.5555555555555556,1.0,Medium
CUST_00137,1325.6,25,0,6.0,9.0,1,12.0,4.0,0.0,1.5,0.0,Very High
CUST_00138,62.99,31,0,23.0,6.0,1,11.0,5.0,0.09419039401783146,0.2608695652173913,1.0,Low
CUST_00139,270.21,44,0,21.0,7.0,1,5.0,5.0,0.0,0.3333333333333333,0.0,Medium
CUST_00140,1028.88,20,0,29.0,10.0,1,9.0,5.0,0.0,0.3448275862068966,1.0,Very High
CUST_00141,991.71,37,0,13.0,5.0,0,6.0,3.0,0.025681583730412145,0.38461538461538464,1.0,Very High
CUST_00142,64.15,50,1,24.0,4.0,0,10.0,4.0,0.07843700617727338,0.16666666666666666,0.0,Low
CUST_00143,1442.24,18,0,20.0,7.0,1,13.0,4.0,0.0,0.35,0.0,Very High
CUST_00144,472.79,37,1,13.0,5.0,1,6.0,4.0,0.05600591007108059,0.38461538461538464,0.0,High
CUST_00145,275.43,38,0,15.0,9.0,1,1.0,2.0,0.032084621872364355,0.6,0.0,Medium
CUST_00146,3937.68,44,0,5.0,11.0,1,10.0,2.0,0.0,2.2,1.0,Very High
CUST_00147,85.24,20,0,38.0,9.0,0,4.0,3.0,0.0,0.23684210526315788,0.0,Low
CUST_00148,7374.24,19,1,14.0,13.0,1,8.0,3.0,0.0,0.9285714285714286,1.0,Very High
CUST_00149,346.94,41,1,1.0,13.0,1,17.0,3.0,0.0,13.0,0.0,High
CUST_00150,135.98,38,0,10.0,8.0,1,6.0,3.0,0.24864625925516634,0.8,0.0,Medium
CUST_00151,102.45,38,0,5.0,10.0,0,12.0,4.0,0.0,2.0,0.0,Low
CUST_00152,100.89,39,1,32.0,12.0,0,9.0,4.0,0.11593059936908517,0.375,0.0,Low
CUST_00153,879.66,26,1,11.0,15.0,0,11.0,4.0,0.0,1.3636363636363635,0.0,High
CUST_00154,159.53,37,0,6.0,7.0,1,8.0,5.0,0.0,1.1666666666666667,0.0,Medium
CUST_00155,257.99,38,0,14.0,6.0,0,7.0,4.0,0.0,0.42857142857142855,0.0,Medium
CUST_00156,114.28,26,1,17.0,6.0,1,7.0,5.0,0.0,0.35294117647058826,0.0,Low
CUST_00157,2005.25,57,1,24.0,16.0,0,6.0,5.0,0.030390213239205068,0.6666666666666666,1.0,Very High
CUST_00158,1406.4,40,1,3.0,8.0,0,19.0,3.0,0.0,2.6666666666666665,1.0,Very High
CUST_00159,42.43,20,0,8.0,6.0,0,6.0,4.0,0.07539769012856831,0.75,0.0,Low
CUST_00160,30.78,42,1,14.0,6.0,1,9.0,4.0,0.20051948051948051,0.42857142857142855,1.0,Low
CUST_00161,4731.0,23,1,16.0,8.0,1,3.0,4.0,0.0,0.5,0.0,Very High
CUST_00162,339.57,44,1,18.0,9.0,0,16.0,1.0,0.0,0.5,0.0,High
CUST_00163,2099.56,48,1,10.0,7.0,1,11.0,5.0,0.0,0.7,0.0,Very High
CUST_00164,221.81,25,0,8.0,6.0,0,4.0,2.0,0.0,0.75,1.0,Medium
CUST_00165,112.18,46,1,4.0,8.0,0,8.0,5.0,0.07510924231181466,2.0,1.0,Low
CUST_00166,85.71,39,1,16.0,12.0,1,8.0,5.0,0.0,0.75,0.0,Low
CUST_00167,1409.61,44,1,6.0,7.0,1,9.0,4.0,0.07134198563805257,1.1666666666666667,1.0,Very High
CUST_00168,709.65,57,1,11.0,10.0,0,6.0,3.0,0.0,0.9090909090909091,0.0,High
CUST_00169,28.21,32,1,6.0,11.0,1,3.0,4.0,0.0,1.8333333333333333,1.0,Low
CUST_00170,58.14,25,0,12.0,5.0,1,7.0,3.0,0.0,0.4166666666666667,0.0,Low
CUST_00171,99.2,24,0,13.0,10.0,1,3.0,3.0,0.0,0.7692307692307693,1.0,Low
CUST_00172,4428.32,25,0,17.0,8.0,1,17.0,5.0,0.0,0.47058823529411764,0.0,Very High
CUST_00173,4690.59,34,0,5.0,8.0,1,7.0,4.0,0.0,1.6,0.0,Very High
CUST_00174,617.46,39,0,19.0,11.0,1,2.0,4.0,0.0,0.5789473684210527,0.0,High
CUST_00175,176.32,38,1,19.0,14.0,0,5.0,5.0,0.0,0.7368421052631579,1.0,Medium
CUST_00176,22.1,44,0,7.0,7.0,0,7.0,2.0,0.09979633401221996,1.0,0.0,Low
CUST_00177,226.5,35,0,6.0,12.0,1,19.0,4.0,0.04478744939271254,2.0,0.0,Medium
CUST_00178,318.46,52,0,9.0,9.0,1,3.0,4.0,0.11012378796769776,1.0,0.0,Medium
CUST_00179,2848.29,31,0,28.0,13.0,0,3.0,4.0,0.09153568421321222,0.4642857142857143,0.0,Very High
CUST_00180,705.72,67,1,4.0,7.0,1,6.0,5.0,0.026055754899254765,1.75,0.0,High
CUST_00181,239.92,42,0,18.0,11.0,1,6.0,5.0,0.0,0.6111111111111112,1.0,Medium
CUST_00182,136.19,24,0,15.0,12.0,1,7.0,4.0,0.17265050725958325,0.8,0.0,Medium
CUST_00183,2662.85,22,2,30.0,10.0,1,8.0,4.0,0.0,0.3333333333333333,0.0,Very High
CUST_00184,69.8,40,1,20.0,6.0,0,7.0,4.0,0.0,0.3,0.0,Low
CUST_00185,6229.91,32,1,1.0,13.0,0,14.0,5.0,0.05487135141695491,13.0,0.0,Very High
CUST_00186,16000.85,43,1,23.0,12.0,0,7.0,5.0,0.0,0.5217391304347826,1.0,Very High
CUST_00187,253.96,40,0,9.0,9.0,0,4.0,3.0,0.13336063336063333,1.0,0.0,Medium
CUST_00188,6776.73,34,1,10.0,14.0,1,9.0,2.0,0.0,1.4,1.0,Very High
CUST_00189,6057.69,24,1,6.0,8.0,1,9.0,5.0,0.0,1.3333333333333333,0.0,Very High
CUST_00190,177.71,18,2,20.0,11.0,0,5.0,3.0,0.07702295626882726,0.55,0.0,Medium
CUST_00191,675.6,29,1,4.0,10.0,0,2.0,5.0,0.0,2.5,1.0,High
CUST_00192,176.38,45,0,12.0,7.0,1,5.0,5.0,0.21304600008923394,0.5833333333333334,1.0,Medium
CUST_00193,2450.69,37,1,31.0,8.0,1,6.0,4.0,0.0,0.25806451612903225,0.0,Very High
CUST_00194,253.8,20,0,21.0,7.0,0,2.0,5.0,0.0,0.3333333333333333,0.0,Medium
CUST_00195,1684.8,37,0,16.0,9.0,1,4.0,2.0,0.0,0.5625,0.0,Very High
CUST_00196,371.88,39,0,9.0,15.0,1,3.0,5.0,0.0,1.6666666666666667,0.0,High
CUST_00197,274.32,24,0,22.0,14.0,1,3.0,2.0,0.0,0.6363636363636364,0.0,Medium
CUST_00198,81.91,36,1,8.0,14.0,1,6.0,4.0,0.0,1.75,0.0,Low
CUST_00199,599.47,35,1,18.0,9.0,1,6.0,4.0,0.1234280867988536,0.5,0.0,High
CUST_00200,192.16,21,1,24.0,6.0,1,4.0,5.0,0.0,0.25,1.0,Medium
CUST_00201,1364.56,39,0,8.0,9.0,1,9.0,2.0,0.0,1.125,0.0,Very High
CUST_00202,370.0,41,0,14.0,9.0,1,9.0,4.0,0.0,0.6428571428571429,0.0,High
CUST_00203,149.18,47,1,13.0,16.0,1,2.0,4.0,0.0,1.2307692307692308,0.0,Medium
CUST_00204,345.35,47,0,19.0,5.0,0,12.0,4.0,0.0,0.2631578947368421,0.0,High
CUST_00205,318.36,18,1,7.0,9.0,0,6.0,5.0,0.0,1.2857142857142858,1.0,Medium
CUST_00206,167.61,23,0,15.0,10.0,0,9.0,1.0,0.0,0.6666666666666666,1.0,Medium
CUST_00207,397.89,41,0,11.0,7.0,1,9.0,5.0,0.27605029020578226,0.6363636363636364,0.0,High
CUST_00208,107.86,41,1,25.0,11.0,1,6.0,5.0,0.0,0.44,0.0,Low
CUST_00209,1741.53,41,0,17.0,10.0,1,10.0,5.0,0.0,0.5882352941176471,0.0,Very High
CUST_00210,279.46,75,1,18.0,10.0,1,6.0,4.0,0.0,0.5555555555555556,0.0,Medium
CUST_00211,629.32,41,0,16.0,5.0,0,11.0,4.0,0.0,0.3125,0.0,High
CUST_00212,496.7,48,0,9.0,5.0,1,2.0,4.0,0.0,0.5555555555555556,0.0,High
CUST_00213,208.7,46,1,7.0,12.0,1,12.0,5.0,0.0,1.7142857142857142,1.0,Medium
CUST_00214,272.56,42,1,19.0,10.0,1,15.0,5.0,0.0,0.5263157894736842,0.0,Medium
CUST_00215,2003.75,31,1,3.0,8.0,1,6.0,4.0,0.0,2.6666666666666665,0.0,Very High
CUST_00216,58.2,44,0,8.0,8.0,1,9.0,5.0,0.0,1.0,0.0,Low
CUST_00217,419.19,25,0,13.0,11.0,1,6.0,5.0,0.026859504132231406,0.8461538461538461,0.0,High
CUST_00218,875.66,32,1,17.0,17.0,1,2.0,5.0,0.0,1.0,0.0,High
CUST_00219,30.85,29,0,5.0,10.0,0,3.0,5.0,0.0,2.0,0.0,Low
CUST_00220,518.07,35,0,12.0,11.0,1,7.0,5.0,0.10281587697423107,0.9166666666666666,0.0,High
CUST_00221,1907.76,62,1,14.0,11.0,1,3.0,5.0,0.0,0.7857142857142857,1.0,Very High
CUST_00222,193.51,18,1,12.0,17.0,1,17.0,2.0,0.05944395839408963,1.4166666666666667,0.0,Medium
CUST_00223,122.46,43,0,14.0,9.0,1,9.0,5.0,0.0,0.6428571428571429,1.0,Low
CUST_00224,4286.8,18,0,9.0,4.0,0,11.0,4.0,0.0,0.4444444444444444,0.0,Very High
CUST_00225,1132.02,29,1,22.0,4.0,0,3.0,4.0,0.0,0.18181818181818182,0.0,Very High
CUST_00226,592.09,48,1,16.0,8.0,0,5.0,5.0,0.0,0.5,0.0,High
CUST_00227,78.19,35,1,12.0,12.0,1,3.0,5.0,0.0,1.0,0.0,Low
CUST_00228,2424.75,22,0,3.0,16.0,1,10.0,5.0,0.07448051055773547,5.333333333333333,0.0,Very High
CUST_00229,109.85,26,1,15.0,10.0,1,2.0,4.0,0.0,0.6666666666666666,0.0,Low
CUST_00230,3948.76,43,1,5.0,9.0,1,7.0,4.0,0.1322322040751745,1.8,0.0,Very High
CUST_00231,706.83,26,0,3.0,8.0,0,2.0,1.0,0.07113383095037847,2.6666666666666665,0.0,High
CUST_00232,146.1,37,0,7.0,8.0,1,5.0,4.0,0.0,1.1428571428571428,1.0,Medium
CUST_00233,347.05,35,1,17.0,8.0,1,5.0,5.0,0.20381288857280508,0.47058823529411764,0.0,High
CUST_00234,27.62,27,1,17.0,12.0,0,12.0,4.0,0.1864506627393225,0.7058823529411765,0.0,Low
CUST_00235,785.55,60,0,1.0,11.0,1,9.0,4.0,0.0,11.0,0.0,High
CUST_00236,26.92,42,1,16.0,6.0,0,7.0,3.0,0.0,0.375,0.0,Low
CUST_00237,157.19,18,1,4.0,8.0,1,3.0,5.0,0.0,2.0,0.0,Medium
CUST_00238,49.3,37,0,22.0,9.0,0,3.0,2.0,0.2609803627642033,0.4090909090909091,0.0,Low
CUST_00239,532.88,27,1,19.0,10.0,0,4.0,5.0,0.0,0.5263157894736842,0.0,High
CUST_00240,10295.6,45,0,3.0,9.0,0,5.0,4.0,0.0,3.0,0.0,Very High
CUST_00241,772.72,25,0,15.0,7.0,0,5.0,1.0,0.0,0.4666666666666667,0.0,High
CUST_00242,458.12,33,1,9.0,13.0,1,9.0,5.0,0.0,1.4444444444444444,0.0,High
CUST_00243,99.82,41,1,22.0,8.0,0,4.0,4.0,0.0,0.36363636363636365,0.0,Low
CUST_00244,21.76,45,0,8.0,9.0,0,9.0,4.0,0.0,1.125,1.0,Low
CUST_00245,873.32,20,0,27.0,9.0,0,7.0,5.0,0.05653324690757845,0.3333333333333333,0.0,High
CUST_00246,1106.75,30,0,20.0,6.0,0,3.0,5.0,0.0,0.3,1.0,Very High
CUST_00247,225.7,29,0,5.0,7.0,1,7.0,5.0,0.0,1.4,1.0,Medium
CUST_00248,324.57,27,1,29.0,12.0,0,6.0,5.0,0.08287651879061882,0.41379310344827586,0.0,Medium
CUST_00249,142.5,56,0,15.0,9.0,1,2.0,4.0,0.08501348401181456,0.6,0.0,Medium
CUST_00250,37.12,39,1,12.0,4.0,1,3.0,4.0,0.0,0.3333333333333333,0.0,Low
CUST_00251,555.28,19,1,7.0,8.0,0,8.0,3.0,0.0,1.1428571428571428,0.0,High
CUST_00252,1317.65,46,1,14.0,9.0,1,4.0,5.0,0.0,0.6428571428571429,0.0,Very High
CUST_00253,192.69,60,1,22.0,8.0,0,6.0,5.0,0.0,0.36363636363636365,1.0,Medium
CUST_00254,966.87,47,0,16.0,6.0,0,10.0,4.0,0.0,0.375,0.0,High
CUST_00255,30.53,18,1,17.0,12.0,1,5.0,2.0,0.07958999095568285,0.7058823529411765,0.0,Low
CUST_00256,1346.3,29,1,13.0,11.0,0,10.0,3.0,0.0,0.8461538461538461,0.0,Very High
CUST_00257,203.37,50,1,25.0,7.0,0,3.0,5.0,0.06298378179137486,0.28,0.0,Medium
CUST_00258,45.38,26,0,15.0,9.0,0,10.0,3.0,0.04583683767872162,0.6,1.0,Low
