product_id,category_code,brand,price,view_count,purchase_count,revenue,conversion_rate
1004956,electronics.smartphone,xiaomi,395.1,78,1,375.79,1.28
1004133,electronics.smartphone,xiaomi,135.99,77,0,0.0,0.0
5100566,electronics.clocks,apple,453.27,77,3,1360.14,3.9
1005136,electronics.smartphone,apple,2056.68,77,3,6125.8099999999995,3.9
4804409,electronics.audio.headphone,elari,66.87,77,1,62.91,1.3
3601405,appliances.kitchen.washer,beko,180.16,76,2,360.32,2.63
1004226,electronics.smartphone,apple,1012.64,76,1,1000.33,1.32
1004902,electronics.smartphone,oppo,592.01,76,0,0.0,0.0
3601437,appliances.kitchen.washer,lg,380.96,76,0,0.0,0.0
1801860,electronics.video.tv,kivi,190.45,74,2,384.52,2.7
1002532,electronics.smartphone,apple,642.69,74,5,3085.52,6.76
1004210,electronics.smartphone,samsung,95.21,74,4,353.58,5.41
1307310,computers.notebook,acer,308.12,74,3,875.0699999999999,4.05
1005238,electronics.smartphone,oppo,308.86,73,1,293.19,1.37
1801882,electronics.video.tv,samsung,422.09,73,2,845.5,2.74
1004805,electronics.smartphone,xiaomi,138.47,72,0,0.0,0.0
1004238,electronics.smartphone,apple,1205.18,71,3,3626.95,4.23
3701134,appliances.environment.vacuum,bosch,105.28,71,3,300.86,4.23
2701657,appliances.kitchen.refrigerators,beko,257.04,70,2,518.09,2.86
1005205,electronics.smartphone,oppo,257.38,70,1,256.89,1.43
1004751,electronics.smartphone,samsung,203.74,70,2,395.09000000000003,2.86
1307074,computers.notebook,acer,772.19,70,1,720.22,1.43
1005007,electronics.smartphone,xiaomi,99.87,69,0,0.0,0.0
1200947,electronics.tablet,samsung,115.41,69,1,112.56,1.45
1002540,electronics.smartphone,apple,511.78,69,4,1949.56,5.8
1005203,electronics.smartphone,xiaomi,133.59,68,0,0.0,0.0
6000227,auto.accessories.alarm,starline,157.53,68,2,315.06,2.94
1801849,electronics.video.tv,samsung,635.25,66,2,1263.04,3.03
1004434,electronics.smartphone,samsung,257.15,66,1,257.15,1.52
3601485,appliances.kitchen.washer,lg,308.65,65,2,638.61,3.08
1004904,electronics.smartphone,huawei,110.34,65,5,539.63,7.69
5701086,auto.accessories.player,pioneer,129.94,64,0,0.0,0.0
1004888,electronics.smartphone,samsung,231.64,64,2,448.2,3.12
1307067,computers.notebook,lenovo,251.74,64,3,755.97,4.69
5100562,electronics.clocks,apple,296.58,63,4,1188.86,6.35
1002099,electronics.smartphone,samsung,370.41,63,0,0.0,0.0
1004428,electronics.smartphone,huawei,692.14,63,0,0.0,0.0
1005017,electronics.smartphone,huawei,94.97,63,2,187.73,3.17
1005169,electronics.smartphone,samsung,249.4,63,2,429.73,3.17
5100563,electronics.clocks,samsung,259.98,63,1,259.72,1.59
1003535,electronics.smartphone,samsung,460.5,61,1,460.5,1.64
2900536,appliances.kitchen.microwave,elenberg,51.46,61,4,205.82,6.56
1307187,computers.notebook,acer,869.78,59,1,855.85,1.69
1004874,electronics.smartphone,samsung,383.51,59,0,0.0,0.0
1003879,electronics.smartphone,huawei,694.48,59,0,0.0,0.0
1480163,computers.desktop,acer,617.0,59,0,0.0,0.0
3700766,appliances.environment.vacuum,samsung,128.45,59,1,136.17,1.69
1004496,electronics.smartphone,meizu,71.79,59,0,0.0,0.0
1004564,electronics.smartphone,meizu,133.59,58,0,0.0,0.0
8800773,electronics.telephone,nokia,73.56,58,1,73.51,1.72
1003311,electronics.smartphone,apple,782.32,58,0,0.0,0.0
1004748,electronics.smartphone,huawei,130.91,58,0,0.0,0.0
1801806,electronics.video.tv,artel,124.4,58,1,123.5,1.72
3700779,appliances.environment.vacuum,xiaomi,299.88,57,0,0.0,0.0
3601438,appliances.kitchen.washer,beko,208.19,56,2,416.89,3.57
1004247,electronics.smartphone,apple,808.27,55,2,1603.99,3.64
3700748,appliances.environment.vacuum,samsung,99.75,55,1,99.75,1.82
1004322,electronics.smartphone,huawei,303.69,55,1,308.63,1.82
1004806,electronics.smartphone,xiaomi,349.79,55,0,0.0,0.0
1005002,electronics.smartphone,huawei,258.27,54,1,253.41,1.85
3200549,appliances.kitchen.meat_grinder,dauscher,25.71,54,3,77.13,5.56
3701244,appliances.environment.vacuum,elenberg,33.44,54,3,100.31,5.56
1307336,computers.notebook,asus,357.25,53,0,0.0,0.0
1005235,electronics.smartphone,oppo,463.31,53,1,463.28,1.89
6000004,auto.accessories.alarm,starline,139.77,53,0,0.0,0.0
1801995,electronics.video.tv,haier,193.03,52,1,193.03,1.92
1003305,electronics.smartphone,apple,607.74,52,1,610.03,1.92
13200019,furniture.bedroom.bed,sv,386.08,52,0,0.0,0.0
1004776,electronics.smartphone,xiaomi,185.08,52,1,182.48,1.92
1004965,electronics.smartphone,oppo,952.35,52,0,0.0,0.0
3900003,appliances.environment.water_heater,ariston,120.46,52,0,0.0,0.0
1004038,electronics.smartphone,xiaomi,151.35,52,0,0.0,0.0
1002634,electronics.smartphone,apple,376.85,52,6,2242.48,11.54
1201465,electronics.tablet,samsung,238.67,51,1,236.36,1.96
1005174,electronics.smartphone,samsung,643.23,51,1,643.23,1.96
1801940,electronics.video.tv,haier,244.51,51,0,0.0,0.0
1005070,electronics.smartphone,vivo,308.86,50,0,0.0,0.0
1005066,electronics.smartphone,xiaomi,234.67,50,1,230.27,2.0
1002536,electronics.smartphone,apple,581.22,50,2,1142.12,4.0
1003709,electronics.smartphone,samsung,643.49,50,0,0.0,0.0
1004199,electronics.smartphone,xiaomi,334.24,49,0,0.0,0.0
1004905,electronics.smartphone,huawei,110.22,49,0,0.0,0.0
1003769,electronics.smartphone,huawei,463.07,48,0,0.0,0.0
1307076,computers.notebook,asus,720.71,48,0,0.0,0.0
2900958,appliances.kitchen.microwave,arg,56.6,48,1,56.6,2.08
4803976,electronics.audio.headphone,samsung,127.05,48,0,0.0,0.0
1005064,electronics.smartphone,xiaomi,208.23,48,1,205.41,2.08
1004575,electronics.smartphone,xiaomi,463.31,48,1,463.31,2.08
1004946,electronics.smartphone,oneplus,746.22,48,0,0.0,0.0
2701683,appliances.kitchen.refrigerators,beko,228.81,48,1,225.61,2.08
1004529,electronics.smartphone,samsung,396.15,48,1,396.15,2.08
3701005,appliances.environment.vacuum,philips,308.86,48,0,0.0,0.0
2700618,appliances.kitchen.refrigerators,indesit,349.79,48,1,349.73,2.08
1801581,electronics.video.tv,yasin,374.5,47,1,373.21,2.13
1005133,electronics.smartphone,apple,1619.09,47,2,3268.5,4.26
4700589,auto.accessories.videoregister,xiaomi,71.56,47,1,70.53,2.13
3601250,appliances.kitchen.washer,samsung,347.27,47,1,347.47,2.13
1004530,electronics.smartphone,samsung,396.15,47,1,396.15,2.13
1201504,electronics.tablet,samsung,164.17,47,2,329.78,4.26
1307004,computers.notebook,lenovo,290.61,47,0,0.0,0.0
1003525,electronics.smartphone,oneplus,460.66,47,0,0.0,0.0
1005074,electronics.smartphone,samsung,1235.24,47,0,0.0,0.0
1005022,electronics.smartphone,oppo,386.08,47,0,0.0,0.0
3701056,appliances.environment.vacuum,samsung,64.33,46,0,0.0,0.0
21401211,electronics.clocks,casio,79.02,46,3,235.18,6.52
13201002,furniture.bedroom.bed,stendmebel,176.04,46,1,176.04,2.17
1004225,electronics.smartphone,apple,1012.19,46,1,1004.86,2.17
4803399,electronics.audio.headphone,jbl,33.21,46,0,0.0,0.0
1802037,electronics.video.tv,lg,303.45,46,1,300.81,2.17
1307188,computers.notebook,hp,285.51,46,3,671.0699999999999,6.52
5100375,electronics.clocks,xiaomi,70.53,46,0,0.0,0.0
1306359,computers.notebook,acer,643.49,46,0,0.0,0.0
1004402,electronics.smartphone,xiaomi,164.17,45,1,164.07,2.22
1307135,computers.notebook,hp,320.35,45,0,0.0,0.0
1005195,electronics.smartphone,xiaomi,149.3,45,0,0.0,0.0
1003281,electronics.smartphone,samsung,746.22,44,1,750.67,2.27
1005139,electronics.smartphone,apple,2072.1,44,0,0.0,0.0
2500566,appliances.kitchen.oven,asel,61.37,44,2,104.96,4.55
1005016,electronics.smartphone,samsung,615.56,44,1,602.07,2.27
1003318,electronics.smartphone,apple,1070.71,44,1,1054.85,2.27
1004740,electronics.smartphone,xiaomi,218.51,44,1,218.25,2.27
1004670,electronics.smartphone,samsung,1286.75,44,1,1286.75,2.27
4803879,electronics.audio.headphone,xiaomi,71.3,43,0,0.0,0.0
1004949,electronics.smartphone,oneplus,838.89,43,0,0.0,0.0
3100267,appliances.kitchen.blender,vitek,43.68,43,1,39.68,2.33
1004779,electronics.smartphone,xiaomi,140.83,43,0,0.0,0.0
1801901,electronics.video.tv,samsung,637.85,43,2,1270.72,4.65
1004809,electronics.smartphone,xiaomi,125.57,43,0,0.0,0.0
1801704,electronics.video.tv,samsung,424.62,43,0,0.0,0.0
5100564,electronics.clocks,samsung,259.98,43,1,259.98,2.33
1800931,electronics.video.tv,sony,385.59,42,2,770.3599999999999,4.76
1307344,computers.notebook,asus,540.53,42,1,540.53,2.38
3601278,appliances.kitchen.washer,bosch,385.85,42,1,385.85,2.38
5000691,appliances.sewing_machine,chayka,92.64,42,1,92.64,2.38
3600231,appliances.kitchen.washer,midea,100.38,42,2,201.28,4.76
1005119,electronics.smartphone,apple,1027.05,42,0,0.0,0.0
3600182,appliances.kitchen.washer,midea,121.5,42,2,252.98000000000002,4.76
1004255,electronics.smartphone,apple,742.34,41,1,738.2,2.44
3601505,appliances.kitchen.washer,samsung,463.15,41,0,0.0,0.0
1004901,electronics.smartphone,oppo,592.01,41,2,1093.7,4.88
1304409,computers.notebook,apple,1402.84,41,0,0.0,0.0
6000157,auto.accessories.alarm,starline,91.12,41,0,0.0,0.0
2701646,appliances.kitchen.refrigerators,indesit,270.02,41,1,272.48,2.44
1004495,electronics.smartphone,meizu,71.79,41,1,70.79,2.44
1004243,electronics.smartphone,apple,733.53,41,0,0.0,0.0
21401444,electronics.clocks,casio,33.13,41,1,32.92,2.44
3600937,appliances.kitchen.washer,samsung,334.6,41,1,334.6,2.44
3700621,appliances.environment.vacuum,vitek,120.93,40,0,0.0,0.0
3100491,appliances.kitchen.blender,polaris,36.01,40,2,69.22,5.0
3601524,appliances.kitchen.washer,samsung,398.95,40,0,0.0,0.0
1307350,computers.notebook,acer,514.79,40,0,0.0,0.0
1003712,electronics.smartphone,samsung,746.48,40,1,720.22,2.5
1004867,electronics.smartphone,xiaomi,452.81,40,1,467.92,2.5
1005103,electronics.smartphone,xiaomi,100.12,40,0,0.0,0.0
2501799,appliances.kitchen.oven,elenberg,41.16,40,1,46.31,2.5
1004229,electronics.smartphone,apple,1142.03,40,2,2244.73,5.0
1002548,electronics.smartphone,apple,579.68,40,0,0.0,0.0
1005143,electronics.smartphone,apple,1541.61,40,0,0.0,0.0
19200005,construction.tools.saw,huter,92.13,40,1,92.13,2.5
5100718,electronics.clocks,samsung,150.95,39,0,0.0,0.0
10900305,appliances.kitchen.mixer,elenberg,25.71,39,0,0.0,0.0
1004259,electronics.smartphone,apple,816.74,39,1,812.09,2.56
1004497,electronics.smartphone,nokia,159.33,39,2,320.18,5.13
5701108,auto.accessories.player,pioneer,120.98,39,0,0.0,0.0
5100852,electronics.clocks,apple,603.49,39,1,591.77,2.56
1004144,electronics.smartphone,xiaomi,128.37,39,1,133.53,2.56
1004964,electronics.smartphone,oppo,952.38,39,0,0.0,0.0
3601427,appliances.kitchen.washer,lg,336.95,39,1,336.95,2.56
1004793,electronics.smartphone,xiaomi,424.08,38,0,0.0,0.0
1004775,electronics.smartphone,xiaomi,181.73,38,1,186.57,2.63
2700609,appliances.kitchen.refrigerators,indesit,310.37,38,0,0.0,0.0
1005009,electronics.smartphone,xiaomi,90.35,38,1,86.99,2.63
1004320,electronics.smartphone,xiaomi,194.34,38,0,0.0,0.0
3700580,appliances.environment.vacuum,thomas,332.68,38,1,334.39,2.63
1801623,electronics.video.tv,lg,395.2,38,2,780.02,5.26
1005166,electronics.smartphone,xiaomi,321.5,38,0,0.0,0.0
3801134,appliances.iron,elenberg,16.71,38,1,16.54,2.63
1004730,electronics.smartphone,sony,308.62,38,0,0.0,0.0
1005164,electronics.smartphone,xiaomi,295.76,38,1,292.93,2.63
1004848,electronics.smartphone,huawei,663.85,38,0,0.0,0.0
1201297,electronics.tablet,apple,384.31,38,1,360.09,2.63
21400996,electronics.clocks,casio,76.37,37,1,75.88,2.7
1307237,computers.notebook,lenovo,257.38,37,1,257.38,2.7
4802159,electronics.audio.headphone,jbl,8.88,37,1,8.88,2.7
2900200,appliances.kitchen.microwave,lg,85.81,37,1,84.38,2.7
5100551,electronics.clocks,xiaomi,164.74,37,1,164.74,2.7
3601212,appliances.kitchen.washer,lg,436.77,37,2,808.64,5.41
1801689,electronics.video.tv,samsung,261.73,37,0,0.0,0.0
1003285,electronics.smartphone,samsung,525.08,37,0,0.0,0.0
1005141,electronics.smartphone,apple,1746.89,37,2,3384.86,5.41
1801555,electronics.video.tv,lg,462.25,37,1,459.21,2.7
1003894,electronics.smartphone,lg,344.9,37,0,0.0,0.0
1004723,electronics.smartphone,huawei,130.6,36,1,127.15,2.78
2800433,appliances.kitchen.refrigerators,haier,282.86,36,0,0.0,0.0
1005122,electronics.smartphone,apple,1027.05,36,1,1055.11,2.78
1307361,computers.notebook,lenovo,419.55,36,1,420.6,2.78
1005130,electronics.smartphone,apple,1619.09,36,1,1671.86,2.78
5700384,auto.accessories.player,pioneer,123.56,36,0,0.0,0.0
1005154,electronics.smartphone,samsung,428.89,36,0,0.0,0.0
1005215,electronics.smartphone,samsung,1544.42,35,0,0.0,0.0
1004837,electronics.smartphone,xiaomi,322.43,35,0,0.0,0.0
17200728,furniture.living_room.sofa,rals,778.87,35,0,0.0,0.0
2701305,appliances.kitchen.refrigerators,samsung,504.46,35,0,0.0,0.0
55000008,apparel.costume,nike,111.95,35,0,0.0,0.0
4000169,construction.tools.generator,tefal,90.07,35,0,0.0,0.0
1005071,electronics.smartphone,samsung,1044.81,35,1,1007.8,2.86
1004813,electronics.smartphone,honor,257.38,35,0,0.0,0.0
1005126,electronics.smartphone,apple,1413.16,35,0,0.0,0.0
1801892,electronics.video.tv,yasin,115.7,35,1,115.79,2.86
1200957,electronics.tablet,samsung,115.41,35,1,115.32,2.86
2702331,appliances.kitchen.refrigerators,lg,527.65,35,1,527.65,2.86
5100722,electronics.clocks,huawei,169.62,35,1,169.63,2.86
4700542,auto.accessories.videoregister,anytek,79.8,35,1,79.8,2.86
1005065,electronics.smartphone,xiaomi,234.34,35,0,0.0,0.0
1004161,electronics.smartphone,xiaomi,96.53,35,0,0.0,0.0
4802930,electronics.audio.headphone,elari,51.46,35,0,0.0,0.0
1005204,electronics.smartphone,xiaomi,160.83,35,1,158.11,2.86
1004446,electronics.smartphone,samsung,95.16,35,1,89.31,2.86
2800007,appliances.kitchen.refrigerators,atlant,257.15,35,0,0.0,0.0
1005107,electronics.smartphone,apple,1027.05,34,1,1091.1,2.94
1005209,electronics.smartphone,apple,424.7,34,0,0.0,0.0
3601522,appliances.kitchen.washer,lg,285.69,34,0,0.0,0.0
1005004,electronics.smartphone,huawei,257.23,34,1,255.45,2.94
5100576,electronics.clocks,apple,424.68,34,2,845.72,5.88
1005253,electronics.smartphone,xiaomi,373.24,34,1,334.6,2.94
1004850,electronics.smartphone,huawei,668.83,34,0,0.0,0.0
1307377,computers.notebook,lenovo,437.56,34,0,0.0,0.0
1004252,electronics.smartphone,apple,759.05,34,1,756.52,2.94
1307136,computers.notebook,acer,514.63,34,1,511.98,2.94
4700419,auto.accessories.videoregister,sho-me,141.86,34,1,149.73,2.94
1500021,computers.peripherals.printer,epson,116.73,34,0,0.0,0.0
1005109,electronics.smartphone,apple,975.57,34,2,2029.3899999999999,5.88
3701088,appliances.environment.vacuum,bosch,90.07,34,1,102.94,2.94
1005187,electronics.smartphone,samsung,771.94,34,0,0.0,0.0
4804137,electronics.audio.headphone,huawei,114.97,33,0,0.0,0.0
1004655,electronics.smartphone,samsung,731.04,33,1,770.9,3.03
1005113,electronics.smartphone,apple,1027.05,33,4,4362.11,12.12
1003705,electronics.smartphone,huawei,192.54,33,0,0.0,0.0
1480558,computers.desktop,netechnics,1055.34,33,0,0.0,0.0
1004240,electronics.smartphone,apple,1067.92,33,3,3172.66,9.09
3601343,appliances.kitchen.washer,samsung,437.56,33,0,0.0,0.0
1002101,electronics.smartphone,samsung,409.02,33,1,370.64,3.03
3700338,appliances.environment.vacuum,samsung,64.32,33,0,0.0,0.0
1005192,electronics.smartphone,meizu,207.73,33,0,0.0,0.0
1801712,electronics.video.tv,lg,367.29,33,0,0.0,0.0
12100230,kids.skates,xiaomi,369.38,33,0,0.0,0.0
3800979,appliances.iron,tefal,69.42,33,0,0.0,0.0
6300680,appliances.kitchen.kettle,redmond,33.44,33,3,90.02,9.09
1005151,electronics.smartphone,xiaomi,426.96,33,1,411.45,3.03
2701639,appliances.kitchen.refrigerators,indesit,257.15,33,0,0.0,0.0
5700619,auto.accessories.player,jvc,46.33,32,1,48.91,3.12
6000032,auto.accessories.alarm,cenmax,70.02,32,0,0.0,0.0
1004241,electronics.smartphone,apple,1176.35,32,0,0.0,0.0
3700777,appliances.environment.vacuum,samsung,164.71,32,0,0.0,0.0
1004661,electronics.smartphone,samsung,885.07,32,0,0.0,0.0
6000272,auto.accessories.alarm,pandora,153.67,32,0,0.0,0.0
6000229,auto.accessories.alarm,starline,138.23,32,2,276.46,6.25
1005212,electronics.smartphone,samsung,231.38,32,2,392.53999999999996,6.25
12600003,appliances.kitchen.grill,maxwell,72.05,32,1,71.82,3.12
4700380,auto.accessories.videoregister,ibox,146.57,32,0,0.0,0.0
1004426,electronics.smartphone,samsung,180.16,32,1,180.16,3.12
1004562,electronics.smartphone,meizu,101.65,31,1,100.36,3.23
1801897,electronics.video.tv,samsung,1106.82,31,0,0.0,0.0
1003315,electronics.smartphone,apple,979.16,31,0,0.0,0.0
3701084,appliances.environment.vacuum,xiaomi,435.75,31,0,0.0,0.0
1004449,electronics.smartphone,xiaomi,200.75,31,0,0.0,0.0
1003319,electronics.smartphone,apple,1067.84,31,3,3203.63,9.68
